"date","Strike","Close"
2015-09-30,"520",0.125
2015-09-29,"360",33.625
2015-09-29,"370",26.375
2015-09-29,"375",23.125
2015-09-29,"380",20.125
2015-09-29,"385",17.5
2015-09-29,"390",15
2015-09-29,"395",12.875
2015-09-29,"400",10.875
2015-09-29,"405",9.125
2015-09-29,"410",7.75
2015-09-29,"415",6.5
2015-09-29,"420",5.375
2015-09-29,"425",4.5
2015-09-29,"430",3.75
2015-09-29,"435",3.125
2015-09-29,"440",2.625
2015-09-29,"450",1.75
2015-09-29,"460",1.25
2015-09-29,"470",0.875
2015-09-29,"480",0.625
2015-09-29,"490",0.375
2015-09-29,"500",0.25
2015-09-29,"510",0.25
2015-09-29,"520",0.125
2015-09-29,"530",0.125
2015-09-29,"560",0.125
2015-09-25,"350",42.125
2015-09-25,"360",34.125
2015-09-25,"370",27.125
2015-09-25,"375",23.875
2015-09-25,"380",20.875
2015-09-25,"385",18.25
2015-09-25,"390",15.75
2015-09-25,"395",13.625
2015-09-25,"400",11.625
2015-09-25,"405",10
2015-09-25,"410",8.5
2015-09-25,"415",7.25
2015-09-25,"420",6.125
2015-09-25,"425",5.125
2015-09-25,"430",4.375
2015-09-25,"440",3.125
2015-09-25,"450",2.125
2015-09-25,"460",1.5
2015-09-25,"470",1.125
2015-09-25,"480",0.875
2015-09-25,"490",0.625
2015-09-25,"500",0.5
2015-09-25,"520",0.25
2015-09-25,"435",3.75
2015-09-25,"455",1.75
2015-09-25,"465",1.25
2015-09-25,"475",1
2015-09-25,"540",0.125
2015-09-25,"550",0.125
2015-09-24,"350",35.625
2015-09-24,"360",28.125
2015-09-24,"370",21.625
2015-09-24,"375",18.75
2015-09-24,"380",16.25
2015-09-24,"385",13.875
2015-09-24,"390",11.875
2015-09-24,"395",10.125
2015-09-24,"400",8.5
2015-09-24,"405",7.125
2015-09-24,"410",6
2015-09-24,"415",5
2015-09-24,"420",4.125
2015-09-24,"425",3.5
2015-09-24,"430",2.875
2015-09-24,"440",2
2015-09-24,"450",1.375
2015-09-24,"460",1
2015-09-24,"470",0.75
2015-09-24,"480",0.5
2015-09-24,"490",0.375
2015-09-24,"500",0.25
2015-09-24,"520",0.125
2015-09-23,"350",37
2015-09-23,"360",29.25
2015-09-23,"370",22.5
2015-09-23,"375",19.625
2015-09-23,"380",17
2015-09-23,"385",14.5
2015-09-23,"390",12.375
2015-09-23,"395",10.5
2015-09-23,"400",8.875
2015-09-23,"405",7.5
2015-09-23,"410",6.25
2015-09-23,"415",5.25
2015-09-23,"420",4.375
2015-09-23,"425",3.625
2015-09-23,"430",3
2015-09-23,"435",2.5
2015-09-23,"440",2.125
2015-09-23,"450",1.5
2015-09-23,"460",1
2015-09-23,"470",0.75
2015-09-23,"480",0.625
2015-09-23,"500",0.25
2015-09-23,"510",0.25
2015-09-22,"350",34.75
2015-09-22,"355",30.875
2015-09-22,"360",27.375
2015-09-22,"365",24
2015-09-22,"370",21
2015-09-22,"375",18.25
2015-09-22,"380",15.625
2015-09-22,"385",13.375
2015-09-22,"390",11.375
2015-09-22,"395",9.625
2015-09-22,"400",8.25
2015-09-22,"405",6.875
2015-09-22,"410",5.75
2015-09-22,"415",4.875
2015-09-22,"420",4
2015-09-22,"425",3.375
2015-09-22,"430",2.875
2015-09-22,"435",2.375
2015-09-22,"440",2
2015-09-22,"445",1.625
2015-09-22,"450",1.375
2015-09-22,"460",1
2015-09-22,"470",0.75
2015-09-22,"480",0.5
2015-09-22,"490",0.5
2015-09-22,"500",0.375
2015-09-22,"520",0.125
2015-09-22,"550",0.125
2015-09-21,"350",38.5
2015-09-21,"360",30.75
2015-09-21,"370",24.125
2015-09-21,"375",21.125
2015-09-21,"380",18.25
2015-09-21,"385",15.75
2015-09-21,"390",13.625
2015-09-21,"395",11.625
2015-09-21,"400",9.875
2015-09-21,"405",8.375
2015-09-21,"410",7.125
2015-09-21,"415",6
2015-09-21,"420",5
2015-09-21,"425",4.25
2015-09-21,"430",3.625
2015-09-21,"435",3
2015-09-21,"440",2.625
2015-09-21,"445",2.25
2015-09-21,"450",1.875
2015-09-21,"460",1.25
2015-09-21,"470",1
2015-09-21,"480",0.75
2015-09-21,"490",0.5
2015-09-21,"500",0.375
2015-09-21,"510",0.25
2015-09-21,"540",0.125
2015-09-21,"610",0.125
2015-09-18,"350",32.625
2015-09-18,"355",29
2015-09-18,"360",25.5
2015-09-18,"370",19.5
2015-09-18,"375",16.875
2015-09-18,"380",14.625
2015-09-18,"385",12.5
2015-09-18,"390",10.625
2015-09-18,"395",9.125
2015-09-18,"400",7.75
2015-09-18,"405",6.5
2015-09-18,"410",5.5
2015-09-18,"415",4.625
2015-09-18,"420",3.75
2015-09-18,"425",3.125
2015-09-18,"430",2.625
2015-09-18,"435",2.25
2015-09-18,"440",1.875
2015-09-18,"445",1.625
2015-09-18,"450",1.375
2015-09-18,"460",1
2015-09-18,"470",0.75
2015-09-18,"480",0.5
2015-09-18,"490",0.375
2015-09-18,"500",0.375
2015-09-18,"510",0.25
2015-09-18,"520",0.25
2015-09-18,"530",0.125
2015-09-18,"550",0.125
2015-09-18,"560",0.125
2015-09-18,"600",0.125
2015-09-18,"455",1.125
2015-09-18,"570",0.125
2015-09-17,"350",34.75
2015-09-17,"355",31
2015-09-17,"360",27.5
2015-09-17,"370",21.25
2015-09-17,"375",18.5
2015-09-17,"380",16
2015-09-17,"385",13.75
2015-09-17,"390",11.875
2015-09-17,"395",10.125
2015-09-17,"400",8.875
2015-09-17,"405",7.375
2015-09-17,"410",6.375
2015-09-17,"415",5.375
2015-09-17,"420",4.5
2015-09-17,"425",3.75
2015-09-17,"430",3.125
2015-09-17,"435",2.625
2015-09-17,"440",2.25
2015-09-17,"445",1.875
2015-09-17,"450",1.625
2015-09-17,"460",1.125
2015-09-17,"470",0.875
2015-09-17,"480",0.625
2015-09-17,"490",0.5
